__sample_id__,__target__,carat,cut,color,clarity,depth,table,x,y,z
diamonds_026761,16580.0,2.0,Very Good,F,SI1,63.6,58.0,7.91,7.98,5.05
diamonds_026762,16582.0,2.01,Very Good,H,SI1,60.6,62.0,8.05,8.08,4.89
diamonds_026763,16582.0,2.01,Good,E,SI2,60.0,64.0,8.09,8.17,4.88
diamonds_026764,16583.0,1.69,Premium,F,VS2,58.7,59.0,7.87,7.78,4.59
diamonds_026765,16587.0,2.06,Premium,G,SI2,61.8,58.0,8.15,8.1,5.02
diamonds_026766,16589.0,2.45,Ideal,F,SI2,62.0,55.0,8.67,8.64,5.36
diamonds_026767,16592.0,2.28,Ideal,J,VS1,62.6,54.2,8.37,8.41,5.25
diamonds_026768,16593.0,2.02,Good,I,VS2,57.9,62.0,8.28,8.36,4.82
diamonds_026769,16599.0,1.59,Ideal,G,VVS1,59.9,56.0,7.57,7.64,4.55
diamonds_026770,16601.0,1.53,Premium,G,VVS1,60.6,58.0,7.49,7.45,4.53
diamonds_026771,16603.0,2.06,Very Good,F,SI2,61.5,56.0,8.15,8.18,5.02
diamonds_026772,16611.0,2.05,Premium,I,SI1,60.6,58.0,8.22,8.13,4.95
diamonds_026773,16613.0,1.51,Very Good,F,VVS2,58.0,65.0,7.58,7.62,4.41
diamonds_026774,16616.0,2.04,Very Good,I,VS2,61.0,61.0,8.08,8.14,4.95
diamonds_026775,16617.0,2.07,Ideal,J,VVS2,62.7,54.0,8.12,8.17,5.11
diamonds_026776,16618.0,1.71,Ideal,G,VS1,62.1,55.0,7.74,7.59,4.76
diamonds_026777,16624.0,2.01,Good,D,SI2,59.9,65.0,8.0,8.07,4.81
diamonds_026778,16626.0,2.01,Very Good,I,VS2,59.2,62.0,8.14,8.17,4.83
diamonds_026779,16626.0,2.01,Premium,I,VS2,60.5,60.0,8.15,8.17,4.94
diamonds_026780,16626.0,2.01,Very Good,I,VS2,62.7,58.0,7.94,7.98,4.99
diamonds_026781,16626.0,2.06,Ideal,I,SI1,61.9,56.0,8.17,8.19,5.06
diamonds_026782,16628.0,1.52,Premium,E,VS1,59.9,60.0,7.39,7.47,4.45
diamonds_026783,16628.0,1.52,Premium,E,VS1,60.6,58.0,7.38,7.44,4.49
diamonds_026784,16629.0,2.1,Premium,H,SI2,60.4,59.0,8.33,8.28,5.02
diamonds_026785,16629.0,2.1,Ideal,H,SI2,63.0,57.0,8.13,8.08,5.11
diamonds_026786,16629.0,2.03,Premium,E,SI1,62.9,57.0,8.04,7.98,5.04
diamonds_026787,16632.0,1.75,Very Good,G,VS2,62.6,58.0,7.63,7.67,4.79
diamonds_026788,16636.0,1.52,Premium,E,VS1,62.4,55.0,7.41,7.33,4.6
diamonds_026789,16641.0,2.05,Very Good,J,VS1,61.4,58.5,8.13,8.16,5.0
diamonds_026790,16642.0,2.03,Ideal,H,SI2,61.6,55.0,8.18,8.12,5.02
diamonds_026791,16643.0,1.67,Ideal,G,VS1,61.5,55.0,7.62,7.67,4.7
diamonds_026792,16643.0,2.38,Premium,H,SI1,58.2,60.0,8.81,8.78,5.12
diamonds_026793,16650.0,2.0,Good,H,SI1,63.6,58.0,7.96,7.87,5.03
diamonds_026794,16650.0,2.0,Ideal,E,SI1,62.6,57.0,8.08,8.01,5.04
diamonds_026795,16650.0,2.0,Ideal,E,SI2,62.2,57.0,8.11,8.09,5.04
diamonds_026796,16656.0,2.24,Premium,H,SI2,61.4,57.0,8.43,8.35,5.15
diamonds_026797,16657.0,2.21,Premium,F,SI2,59.6,60.0,8.53,8.49,5.07
diamonds_026798,16665.0,2.02,Ideal,H,SI1,62.3,57.0,8.04,8.14,5.04
diamonds_026799,16669.0,1.51,Premium,E,VS1,62.7,58.0,7.33,7.25,4.57
diamonds_026800,16670.0,1.52,Very Good,F,VS1,63.4,60.0,7.3,7.25,4.61
diamonds_026801,16677.0,2.01,Very Good,H,VS2,63.5,59.0,7.92,7.86,5.01
diamonds_026802,16683.0,1.8,Ideal,H,VS1,62.0,57.0,7.84,7.78,4.84
diamonds_026803,16687.0,2.39,Premium,H,SI1,60.6,58.0,8.65,8.58,5.22
diamonds_026804,16687.0,2.4,Ideal,J,SI1,62.7,57.0,8.6,8.5,5.36
diamonds_026805,16688.0,1.51,Ideal,D,VS1,63.0,53.4,7.28,7.3,4.6
diamonds_026806,16689.0,2.22,Ideal,J,VS1,61.8,59.0,8.34,8.37,5.16
diamonds_026807,16690.0,2.18,Good,H,SI2,60.4,64.0,8.38,8.47,5.09
diamonds_026808,16693.0,2.03,Very Good,I,SI1,62.2,59.0,8.03,8.09,5.01
diamonds_026809,16694.0,2.0,Very Good,I,VS2,63.3,56.0,8.03,7.98,5.07
diamonds_026810,16694.0,2.0,Premium,I,VS2,60.7,60.0,8.07,8.02,4.88
diamonds_026811,16700.0,2.01,Premium,I,VS2,61.7,60.0,8.09,8.02,4.97
diamonds_026812,16703.0,2.09,Ideal,H,SI2,60.6,57.0,8.3,8.2,5.0
diamonds_026813,16704.0,2.09,Ideal,I,SI1,61.4,56.0,8.23,8.27,5.06
diamonds_026814,16704.0,2.02,Ideal,I,SI1,62.2,57.0,8.1,8.04,5.02
diamonds_026815,16707.0,2.36,Ideal,I,SI2,62.8,55.0,8.47,8.5,5.33
diamonds_026816,16709.0,2.02,Premium,I,VS2,59.6,60.0,8.2,8.25,4.9
diamonds_026817,16709.0,2.24,Ideal,I,SI2,61.7,58.0,8.43,8.37,5.18
diamonds_026818,16709.0,2.53,Ideal,I,SI1,62.4,57.0,8.68,8.59,5.39
diamonds_026819,16715.0,2.48,Premium,I,SI1,61.0,60.0,8.68,8.61,5.27
diamonds_026820,16716.0,1.51,Very Good,F,VVS2,61.9,58.0,7.3,7.36,4.54
diamonds_026821,16716.0,1.51,Very Good,F,VVS2,61.4,58.0,7.31,7.34,4.5
diamonds_026822,16716.0,2.17,Ideal,I,SI1,62.1,57.0,8.26,8.32,5.15
diamonds_026823,16717.0,2.51,Very Good,E,SI2,63.1,56.0,8.65,8.6,5.44
diamonds_026824,16718.0,2.04,Ideal,I,SI1,60.2,56.0,8.19,8.26,4.95
diamonds_026825,16718.0,2.04,Ideal,I,SI1,61.0,57.0,8.18,8.21,5.0
diamonds_026826,16723.0,2.14,Premium,H,SI2,62.0,60.0,8.27,8.19,5.1
diamonds_026827,16723.0,2.11,Ideal,I,VS1,61.9,57.0,8.28,8.22,5.11
diamonds_026828,16728.0,2.01,Very Good,F,SI2,60.3,60.0,8.08,8.11,4.88
diamonds_026829,16731.0,2.01,Good,I,SI1,58.8,60.0,8.27,8.19,4.84
diamonds_026830,16733.0,2.01,Premium,H,SI1,60.6,62.0,8.08,8.05,4.89
diamonds_026831,16733.0,2.01,Premium,H,SI1,60.9,59.0,8.15,8.04,4.93
diamonds_026832,16733.0,2.01,Premium,H,SI1,61.5,53.0,8.13,8.03,4.97
diamonds_026833,16733.0,2.01,Ideal,H,SI1,65.1,56.0,7.91,7.84,5.12
diamonds_026834,16733.0,2.01,Good,E,SI2,60.0,64.0,8.17,8.09,4.88
diamonds_026835,16733.0,2.01,Premium,G,SI2,59.0,60.0,8.31,8.26,4.89
diamonds_026836,16736.0,1.54,Premium,D,VS2,59.3,59.0,7.54,7.61,4.49
diamonds_026837,16737.0,2.01,Good,H,SI1,62.2,58.0,7.99,8.05,4.99
diamonds_026838,16742.0,2.01,Very Good,G,SI1,63.2,56.0,8.04,7.96,5.06
diamonds_026839,16747.0,2.03,Premium,H,SI1,61.7,59.0,8.1,8.17,5.02
diamonds_026840,16750.0,1.54,Very Good,D,VS1,59.1,59.0,7.51,7.55,4.45
diamonds_026841,16754.0,1.51,Ideal,F,VVS2,62.6,57.0,7.36,7.25,4.57
diamonds_026842,16768.0,2.04,Premium,I,VS2,61.0,61.0,8.14,8.08,4.95
diamonds_026843,16769.0,2.07,Ideal,J,VVS2,62.7,54.0,8.17,8.12,5.11
diamonds_026844,16776.0,2.01,Good,D,SI2,59.9,65.0,8.07,8.0,4.81
diamonds_026845,16776.0,2.01,Premium,D,SI2,62.7,58.0,8.06,7.99,5.03
diamonds_026846,16778.0,2.13,Premium,G,SI2,60.7,60.0,8.27,8.37,5.05
diamonds_026847,16778.0,2.01,Premium,I,VS2,62.8,58.0,8.01,7.94,5.01
diamonds_026848,16778.0,2.01,Premium,I,VS2,62.7,58.0,7.98,7.94,4.99
diamonds_026849,16778.0,2.01,Premium,I,VS2,59.2,62.0,8.17,8.14,4.83
diamonds_026850,16778.0,2.01,Premium,I,VS2,62.6,59.0,8.04,8.01,5.02
diamonds_026851,16778.0,2.01,Premium,I,VS2,61.0,61.0,8.15,7.99,4.92
diamonds_026852,16778.0,2.01,Premium,I,VS2,60.5,60.0,8.17,8.15,4.94
diamonds_026853,16779.0,1.52,Premium,E,VS1,60.6,58.0,7.44,7.38,4.49
diamonds_026854,16779.0,1.52,Premium,E,VS1,59.9,60.0,7.47,7.39,4.45
diamonds_026855,16779.0,1.71,Premium,F,VS2,60.8,58.0,7.79,7.7,4.71
diamonds_026856,16783.0,2.1,Premium,E,SI2,62.9,59.0,8.18,8.13,5.13
diamonds_026857,16783.0,1.75,Ideal,G,VS2,62.6,56.0,7.72,7.65,4.81
diamonds_026858,16783.0,1.5,Premium,F,VS1,60.2,59.0,7.41,7.37,4.45
diamonds_026859,16783.0,1.75,Premium,G,VS2,61.5,59.0,7.76,7.66,4.74
diamonds_026860,16786.0,1.52,Very Good,F,VVS2,63.7,57.0,7.28,7.31,4.65
diamonds_026861,16787.0,2.03,Premium,I,SI1,61.2,58.0,8.21,8.16,5.01
diamonds_026862,16789.0,1.69,Ideal,F,VS2,62.2,57.0,7.59,7.66,4.74
diamonds_026863,16789.0,2.02,Good,I,VS2,57.9,62.0,8.25,8.3,4.79
diamonds_026864,16789.0,2.37,Ideal,J,VS2,62.2,57.0,8.58,8.52,5.32
diamonds_026865,16790.0,1.62,Ideal,F,VS1,61.3,56.0,7.54,7.63,4.65
diamonds_026866,16791.0,2.39,Very Good,J,VS2,62.2,60.0,8.49,8.51,5.29
diamonds_026867,16792.0,2.03,Ideal,I,VS2,62.7,57.0,8.02,8.05,5.04
diamonds_026868,16793.0,1.5,Premium,D,VS1,62.8,58.0,7.29,7.26,4.57
diamonds_026869,16793.0,2.05,Ideal,J,VS1,61.4,59.0,8.16,8.13,5.0
diamonds_026870,16797.0,2.4,Premium,F,SI2,62.6,59.0,8.53,8.49,5.33
diamonds_026871,16800.0,2.04,Ideal,H,SI2,61.5,57.0,8.15,8.18,5.02
diamonds_026872,16801.0,2.31,Very Good,I,SI1,62.5,55.0,8.43,8.5,5.29
diamonds_026873,16803.0,1.75,Ideal,G,VS2,62.1,57.0,7.73,7.69,4.79
diamonds_026874,16804.0,2.21,Premium,F,SI1,62.1,59.0,8.33,8.26,5.15
diamonds_026875,16805.0,2.23,Premium,G,SI2,61.4,58.0,8.41,8.32,5.14
diamonds_026876,16807.0,1.73,Very Good,G,VS2,62.9,58.0,7.58,7.65,4.79
diamonds_026877,16808.0,1.4,Ideal,F,VVS1,61.9,57.0,7.2,7.14,4.44
diamonds_026878,16811.0,2.01,Very Good,I,VS1,64.4,56.0,7.84,7.9,5.07
diamonds_026879,16813.0,1.71,Premium,G,VS1,62.7,58.0,7.66,7.62,4.79
diamonds_026880,16817.0,1.71,Ideal,G,VS2,61.8,57.0,7.7,7.6,4.73
diamonds_026881,16819.0,2.05,Very Good,F,SI2,59.5,58.0,8.26,8.3,4.93
diamonds_026882,16820.0,2.48,Premium,I,VS2,60.1,58.0,8.83,8.76,5.29
diamonds_026883,16823.0,1.25,Ideal,E,IF,61.8,55.0,6.95,6.9,4.28
diamonds_026884,16824.0,2.09,Very Good,F,SI2,62.7,61.0,8.07,8.14,5.08
diamonds_026885,16826.0,2.42,Ideal,H,SI2,62.3,57.0,8.62,8.55,5.35
diamonds_026886,16842.0,2.51,Very Good,J,SI1,63.8,55.0,8.51,8.6,5.46
diamonds_026887,16842.0,2.18,Good,H,SI2,60.4,64.0,8.47,8.38,5.09
diamonds_026888,16854.0,2.08,Premium,G,VS2,61.3,58.0,8.21,8.17,5.02
diamonds_026889,16857.0,2.06,Premium,F,SI2,61.7,59.0,8.21,8.13,5.04
diamonds_026890,16861.0,2.02,Premium,I,VS2,59.6,60.0,8.25,8.2,4.9
diamonds_026891,16872.0,2.04,Premium,D,SI2,61.8,60.0,8.09,8.13,5.01
diamonds_026892,16872.0,2.0,Very Good,H,SI1,63.3,59.0,8.02,8.0,5.07
diamonds_026893,16874.0,2.04,Very Good,I,VS2,62.5,58.0,8.09,8.22,5.1
diamonds_026894,16878.0,2.18,Very Good,G,SI2,63.1,58.0,8.29,8.23,5.21
diamonds_026895,16879.0,1.76,Premium,G,VS2,61.5,58.0,7.78,7.74,4.77
diamonds_026896,16881.0,2.01,Premium,F,SI2,60.3,60.0,8.11,8.08,4.88
diamonds_026897,16881.0,2.01,Premium,F,SI2,61.3,61.0,8.11,8.01,4.94
diamonds_026898,16889.0,1.54,Premium,D,VS2,59.3,59.0,7.61,7.54,4.49
diamonds_026899,16896.0,2.05,Premium,I,VS2,60.8,58.0,8.26,8.19,5.0
diamonds_026900,16900.0,2.03,Premium,H,SI1,61.7,59.0,8.17,8.1,5.02
diamonds_026901,16900.0,2.03,Ideal,H,SI1,64.4,54.0,7.97,7.92,5.12
diamonds_026902,16900.0,2.03,Ideal,H,SI1,62.9,57.0,8.07,7.99,5.05
diamonds_026903,16901.0,2.01,Very Good,H,SI1,62.6,59.0,7.95,7.98,4.99
diamonds_026904,16904.0,2.26,Ideal,I,SI1,62.4,57.0,8.43,8.37,5.24
diamonds_026905,16914.0,2.14,Very Good,I,VS2,59.7,57.0,8.41,8.48,5.04
diamonds_026906,16914.0,2.01,Very Good,I,VS1,59.8,63.0,8.11,8.14,4.86
diamonds_026907,16914.0,2.01,Very Good,I,VS1,62.9,62.0,7.98,8.02,5.03
diamonds_026908,16914.0,2.63,Ideal,J,SI2,62.1,57.0,8.83,8.88,5.5
diamonds_026909,16915.0,2.49,Ideal,J,SI1,63.8,54.0,8.56,8.49,5.45
diamonds_026910,16916.0,1.52,Ideal,E,VS1,62.4,54.0,7.32,7.39,4.59
diamonds_026911,16921.0,1.54,Premium,D,VS2,62.7,59.0,7.33,7.29,4.58
diamonds_026912,16922.0,2.01,Ideal,G,SI2,61.0,54.0,8.01,8.13,4.92
diamonds_026913,16929.0,2.02,Premium,G,SI2,61.3,56.0,8.22,8.16,5.02
diamonds_026914,16931.0,2.13,Premium,G,SI2,60.7,60.0,8.37,8.27,5.05
diamonds_026915,16934.0,2.53,Premium,J,SI2,62.6,57.0,8.77,8.67,5.46
diamonds_026916,16937.0,2.37,Ideal,H,SI2,62.1,55.0,8.52,8.54,5.3
diamonds_026917,16941.0,1.93,Premium,H,VS1,60.5,60.0,7.98,8.06,4.85
diamonds_026918,16942.0,2.04,Premium,I,SI1,62.2,57.0,8.14,8.07,5.04
diamonds_026919,16944.0,2.02,Premium,G,SI2,60.1,59.0,8.21,8.29,4.96
diamonds_026920,16945.0,2.03,Ideal,I,VS2,62.7,57.0,8.05,8.02,5.04
diamonds_026921,16948.0,1.5,Ideal,G,VVS2,62.2,55.0,7.33,7.35,4.57
diamonds_026922,16954.0,2.28,Premium,H,SI2,61.9,61.0,8.42,8.32,5.18
diamonds_026923,16955.0,1.7,Very Good,G,VS1,60.6,59.0,7.74,7.63,4.66
diamonds_026924,16955.0,2.5,Ideal,I,VS2,61.9,57.0,8.7,8.68,5.38
diamonds_026925,16956.0,2.01,Very Good,E,SI1,60.8,59.0,8.14,8.2,4.97
diamonds_026926,16956.0,2.01,Premium,H,SI1,58.5,58.0,8.3,8.25,4.84
diamonds_026927,16957.0,2.07,Premium,E,SI1,61.2,58.0,8.24,8.19,5.03
diamonds_026928,16960.0,1.73,Premium,G,VS2,61.6,58.0,7.74,7.71,4.76
diamonds_026929,16960.0,1.73,Premium,G,VS2,62.9,58.0,7.65,7.58,4.79
diamonds_026930,16960.0,2.06,Ideal,I,SI1,62.0,56.0,8.12,8.17,5.05
diamonds_026931,16969.0,2.28,Ideal,E,SI2,62.0,55.0,8.49,8.45,5.25
diamonds_026932,16970.0,3.0,Premium,I,SI2,60.7,59.0,9.3,9.14,5.6
diamonds_026933,16970.0,3.0,Fair,I,SI2,64.8,59.0,8.93,8.73,5.72
diamonds_026934,16975.0,1.73,Premium,F,VS2,61.2,58.0,7.76,7.69,4.73
diamonds_026935,16985.0,2.02,Premium,H,SI1,62.1,61.0,8.06,7.99,4.98
diamonds_026936,16985.0,1.68,Ideal,G,VS1,62.0,55.0,7.59,7.66,4.73
diamonds_026937,16987.0,2.41,Ideal,I,SI2,62.5,57.0,8.57,8.51,5.34
diamonds_026938,16988.0,1.5,Very Good,E,VS1,59.5,61.0,7.43,7.46,4.43
diamonds_026939,16992.0,2.12,Premium,H,SI2,59.1,59.0,8.47,8.43,4.99
diamonds_026940,16994.0,2.27,Premium,J,VS1,62.4,58.0,8.36,8.41,5.23
diamonds_026941,16996.0,2.2,Premium,H,SI2,61.1,59.0,8.41,8.35,5.12
diamonds_026942,17000.0,2.31,Premium,I,SI2,58.8,58.0,8.7,8.64,5.1
diamonds_026943,17001.0,2.09,Premium,H,SI2,62.1,58.0,8.17,8.22,5.09
diamonds_026944,17003.0,2.01,Very Good,H,SI1,61.5,60.0,8.09,8.01,4.95
diamonds_026945,17005.0,2.01,Very Good,F,SI2,62.0,54.0,8.03,8.12,5.01
diamonds_026946,17006.0,2.05,Ideal,H,SI1,61.9,57.0,8.09,8.14,5.02
diamonds_026947,17009.0,1.71,Ideal,G,VS1,63.0,56.0,7.65,7.58,4.8
diamonds_026948,17010.0,2.26,Ideal,J,VS2,61.1,57.0,8.44,8.47,5.17
diamonds_026949,17012.0,2.06,Premium,G,SI2,61.7,58.0,8.2,8.15,5.04
diamonds_026950,17014.0,2.01,Premium,G,SI2,59.9,62.0,8.15,8.04,4.85
diamonds_026951,17016.0,2.19,Premium,H,SI1,61.6,58.0,8.35,8.3,5.13
diamonds_026952,17017.0,1.75,Premium,F,VS2,61.4,58.0,7.72,7.76,4.75
diamonds_026953,17019.0,2.07,Very Good,H,SI1,59.8,58.0,8.23,8.26,4.93
diamonds_026954,17024.0,2.01,Very Good,E,SI2,62.0,61.0,8.04,8.1,5.0
diamonds_026955,17024.0,2.01,Very Good,E,SI2,58.9,60.0,8.2,8.24,4.84
diamonds_026956,17027.0,2.6,Fair,G,SI2,64.6,57.0,8.6,8.55,5.54
diamonds_026957,17028.0,1.67,Very Good,G,VVS2,61.6,57.0,7.61,7.69,4.71
diamonds_026958,17028.0,2.5,Very Good,J,SI1,62.8,57.0,8.58,8.65,5.41
diamonds_026959,17028.0,2.04,Premium,I,VS2,62.5,58.0,8.22,8.09,5.1
diamonds_026960,17029.0,1.54,Ideal,F,VS2,61.0,56.0,7.44,7.49,4.55
diamonds_026961,17036.0,1.75,Very Good,G,VS1,59.6,60.0,7.76,7.9,4.67
diamonds_026962,17038.0,2.14,Premium,I,VS2,60.7,59.0,8.28,8.33,5.04
diamonds_026963,17039.0,2.4,Ideal,I,SI2,63.8,58.0,8.41,8.37,5.35
diamonds_026964,17041.0,1.71,Premium,G,VS1,62.3,58.0,7.61,7.65,4.75
diamonds_026965,17042.0,1.07,Ideal,D,IF,60.9,54.0,6.66,6.73,4.08
diamonds_026966,17045.0,2.13,Premium,F,SI2,61.5,58.0,8.28,8.33,5.11
diamonds_026967,17045.0,2.07,Ideal,I,VS2,60.3,59.0,8.23,8.28,4.98
diamonds_026968,17049.0,1.71,Ideal,G,VS1,61.4,57.0,7.65,7.72,4.72
diamonds_026969,17049.0,2.04,Ideal,F,SI2,62.4,56.0,8.07,8.14,5.06
diamonds_026970,17050.0,1.6,Ideal,G,VS1,62.0,54.0,7.53,7.5,4.6
diamonds_026971,17051.0,2.27,Good,J,VS1,59.3,61.0,8.47,8.55,5.05
diamonds_026972,17051.0,2.09,Ideal,G,VS2,61.8,57.0,8.24,8.17,5.07
diamonds_026973,17052.0,1.71,Very Good,F,VS2,58.5,61.0,7.88,7.79,4.58
diamonds_026974,17053.0,2.32,Premium,J,VS2,62.4,57.0,8.48,8.4,5.27
diamonds_026975,17057.0,1.53,Very Good,F,VVS2,62.8,59.0,7.28,7.34,4.59
diamonds_026976,17057.0,2.01,Premium,G,VS2,60.6,59.0,8.16,8.12,4.93
diamonds_026977,17062.0,2.31,Very Good,I,SI2,62.9,58.0,8.34,8.43,5.27
diamonds_026978,17063.0,2.15,Ideal,H,SI2,61.8,57.0,8.24,8.3,5.11
diamonds_026979,17065.0,2.15,Very Good,H,SI2,62.8,58.0,8.17,8.22,5.15
diamonds_026980,17066.0,2.05,Premium,E,SI2,58.6,59.0,8.43,8.36,4.92
diamonds_026981,17068.0,2.12,Ideal,I,VS2,62.7,56.0,8.16,8.24,5.14
diamonds_026982,17068.0,2.01,Very Good,I,VS1,59.8,63.0,8.14,8.11,4.86
diamonds_026983,17068.0,2.01,Premium,I,VS1,62.9,62.0,8.02,7.98,5.03
diamonds_026984,17068.0,2.01,Ideal,I,VS1,62.5,56.0,8.08,8.02,5.03
diamonds_026985,17068.0,2.01,Premium,H,VS2,60.1,61.0,8.14,8.06,4.87
diamonds_026986,17073.0,1.7,Very Good,G,VVS2,61.5,60.0,7.59,7.64,4.68
diamonds_026987,17073.0,2.13,Premium,H,SI2,62.3,57.0,8.24,8.16,5.11
diamonds_026988,17076.0,1.61,Ideal,G,VS1,61.8,57.0,7.48,7.51,4.63
diamonds_026989,17078.0,2.01,Ideal,F,SI2,62.2,56.0,8.05,8.08,5.02
diamonds_026990,17079.0,2.01,Very Good,D,SI2,61.8,59.0,8.07,8.15,5.01
diamonds_026991,17081.0,2.05,Premium,E,SI2,59.7,59.0,8.27,8.39,4.97
diamonds_026992,17084.0,2.0,Very Good,I,VS2,63.1,60.0,7.95,7.99,5.03
diamonds_026993,17094.0,2.0,Good,D,SI2,64.1,57.0,7.91,7.82,5.04
diamonds_026994,17095.0,2.07,Ideal,G,SI2,62.0,55.0,8.23,8.13,5.07
diamonds_026995,17095.0,2.01,Very Good,H,SI1,60.0,58.0,8.16,8.25,4.92
diamonds_026996,17096.0,1.93,Premium,H,VS1,60.5,60.0,8.06,7.98,4.85
diamonds_026997,17099.0,2.02,Premium,G,SI2,60.1,59.0,8.29,8.21,4.96
diamonds_026998,17100.0,1.02,Very Good,D,IF,61.7,59.0,6.42,6.52,3.99
diamonds_026999,17103.0,2.53,Fair,H,SI2,64.6,59.0,8.54,8.45,5.4
diamonds_027000,17108.0,1.56,Ideal,F,VS2,62.0,55.0,7.41,7.45,4.61
diamonds_027001,17111.0,1.51,Good,D,VS1,63.7,55.0,7.28,7.22,4.62
diamonds_027002,17114.0,1.7,Ideal,F,VS2,62.7,55.0,7.54,7.58,4.74
diamonds_027003,17114.0,2.09,Ideal,I,SI1,61.8,56.0,8.15,8.22,5.06
diamonds_027004,17115.0,2.01,Good,E,SI2,62.3,61.0,7.99,8.04,4.99
diamonds_027005,17116.0,2.57,Premium,E,SI2,61.3,60.0,8.82,8.73,5.38
diamonds_027006,17118.0,2.01,Very Good,E,SI2,60.6,59.0,8.11,8.25,4.96
diamonds_027007,17123.0,2.22,Ideal,G,SI2,62.5,54.0,8.28,8.35,5.2
diamonds_027008,17125.0,1.72,Ideal,G,VS2,62.4,55.0,7.63,7.68,4.78
diamonds_027009,17126.0,2.01,Ideal,I,SI1,59.9,60.0,8.27,8.2,4.93
diamonds_027010,17127.0,2.14,Premium,D,SI2,59.8,59.0,8.4,8.36,5.01
diamonds_027011,17136.0,2.0,Premium,G,SI2,60.4,61.0,8.21,8.12,4.93
diamonds_027012,17138.0,2.05,Very Good,E,SI2,62.5,56.0,8.08,8.17,5.08
diamonds_027013,17141.0,2.02,Ideal,H,SI1,62.4,58.0,8.07,8.03,5.02
diamonds_027014,17143.0,2.25,Ideal,I,SI2,62.4,57.0,8.39,8.32,5.21
diamonds_027015,17143.0,1.5,Premium,E,VS1,59.5,61.0,7.46,7.43,4.43
diamonds_027016,17146.0,2.71,Premium,E,SI2,60.4,59.0,9.13,9.03,5.48
diamonds_027017,17149.0,2.27,Premium,J,VS1,62.4,58.0,8.41,8.36,5.23
diamonds_027018,17151.0,2.22,Good,I,SI1,57.8,58.0,8.58,8.54,4.95
diamonds_027019,17153.0,1.5,Very Good,D,VS2,62.4,57.0,7.2,7.25,4.51
diamonds_027020,17153.0,2.02,Premium,I,VS1,61.2,59.0,8.13,8.05,4.95
diamonds_027021,17156.0,2.09,Premium,H,SI2,62.1,58.0,8.22,8.17,5.09
diamonds_027022,17160.0,2.22,Very Good,I,SI1,62.4,55.0,8.29,8.35,5.19
diamonds_027023,17162.0,2.51,Ideal,H,SI2,62.0,57.0,8.72,8.67,5.39
diamonds_027024,17164.0,2.74,Very Good,J,SI2,61.5,62.0,8.87,8.9,5.46
diamonds_027025,17166.0,2.02,Premium,H,SI2,61.5,58.0,8.14,8.1,4.99
diamonds_027026,17168.0,2.42,Premium,J,VS2,61.3,59.0,8.61,8.58,5.27
diamonds_027027,17168.0,2.42,Premium,J,VS2,61.3,59.0,8.61,8.58,5.27
diamonds_027028,17172.0,1.75,Premium,F,VS2,61.4,58.0,7.76,7.72,4.75
diamonds_027029,17172.0,2.0,Premium,F,SI1,58.8,61.0,8.29,8.23,4.86
diamonds_027030,645.0,0.32,Ideal,G,VS1,61.7,55.0,4.39,4.43,2.72
diamonds_027031,645.0,0.32,Very Good,G,VS1,62.1,55.0,4.41,4.44,2.75
diamonds_027032,645.0,0.32,Ideal,G,VS1,61.9,55.0,4.39,4.43,2.73
diamonds_027033,645.0,0.32,Ideal,F,VS2,62.5,56.0,4.37,4.43,2.75
diamonds_027034,645.0,0.32,Ideal,F,VS2,62.5,56.0,4.37,4.4,2.74
diamonds_027035,645.0,0.32,Premium,H,VVS2,62.3,58.0,4.33,4.37,2.71
diamonds_027036,645.0,0.32,Ideal,F,VS2,62.4,57.0,4.34,4.38,2.72
diamonds_027037,645.0,0.32,Ideal,G,VS1,62.3,56.0,4.37,4.39,2.73
diamonds_027038,645.0,0.32,Premium,F,VS2,60.7,58.0,4.41,4.45,2.69
diamonds_027039,645.0,0.32,Very Good,G,VS1,61.7,55.0,4.37,4.41,2.71
diamonds_027040,645.0,0.32,Ideal,H,VVS2,62.0,55.0,4.39,4.42,2.73
diamonds_027041,645.0,0.32,Ideal,G,VS1,62.1,55.0,4.38,4.41,2.73
diamonds_027042,645.0,0.32,Premium,F,VS2,59.4,58.0,4.44,4.48,2.65
diamonds_027043,645.0,0.32,Very Good,G,VS1,62.8,54.0,4.38,4.41,2.76
diamonds_027044,645.0,0.32,Ideal,H,VVS2,61.2,56.0,4.4,4.43,2.7
diamonds_027045,645.0,0.32,Ideal,G,VS1,60.5,56.0,4.42,4.44,2.68
diamonds_027046,645.0,0.32,Very Good,H,VVS2,62.9,57.0,4.36,4.39,2.75
diamonds_027047,645.0,0.32,Ideal,H,VVS2,61.8,55.0,4.38,4.42,2.72
diamonds_027048,645.0,0.32,Premium,F,VS2,61.2,59.0,4.4,4.42,2.7
diamonds_027049,646.0,0.27,Very Good,E,SI1,60.6,57.0,4.19,4.25,2.55
diamonds_027050,646.0,0.42,Good,F,SI2,64.1,56.0,4.76,4.72,3.04
diamonds_027051,646.0,0.33,Ideal,I,VVS1,62.2,54.0,4.43,4.45,2.76
diamonds_027052,646.0,0.31,Ideal,H,VS2,61.4,56.0,4.38,4.42,2.7
diamonds_027053,646.0,0.35,Ideal,G,VS2,61.3,56.0,4.54,4.58,2.8
diamonds_027054,646.0,0.35,Ideal,H,VS1,61.8,57.0,4.53,4.56,2.81
