__sample_id__,__target__,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker
german_numer_000366,1,no checking,18,critical/other existing credit,used car,3850,<100,4<=X<7,3,male single,,1,car,27,,own,2,skilled,1,,yes
german_numer_000367,1,<0,18,existing paid,furniture/equipment,3650,<100,<1,1,female div/dep/mar,,4,car,22,,rent,1,skilled,1,,yes
german_numer_000368,0,<0,36,existing paid,furniture/equipment,3446,<100,>=7,4,male single,,2,car,42,,own,1,skilled,2,,yes
german_numer_000369,1,0<=X<200,18,existing paid,furniture/equipment,3001,<100,4<=X<7,2,female div/dep/mar,,4,real estate,40,,rent,1,skilled,1,,yes
german_numer_000370,1,no checking,36,existing paid,new car,3079,no known savings,1<=X<4,4,male single,,4,real estate,36,,own,1,skilled,1,,yes
german_numer_000371,1,no checking,18,critical/other existing credit,radio/tv,6070,<100,>=7,3,male single,,4,car,33,,own,2,skilled,1,yes,yes
german_numer_000372,1,no checking,10,critical/other existing credit,furniture/equipment,2146,<100,<1,1,female div/dep/mar,,3,real estate,23,,rent,2,skilled,1,,yes
german_numer_000373,1,no checking,60,critical/other existing credit,new car,13756,no known savings,>=7,2,male single,,4,no known property,63,bank,for free,1,high qualif/self emp/mgmt,1,yes,yes
german_numer_000374,0,0<=X<200,60,all paid,other,14782,100<=X<500,>=7,3,female div/dep/mar,,4,no known property,60,bank,for free,2,high qualif/self emp/mgmt,1,yes,yes
german_numer_000375,0,<0,48,all paid,business,7685,<100,4<=X<7,2,female div/dep/mar,guarantor,4,car,37,,rent,1,skilled,1,,yes
german_numer_000376,1,no checking,18,delayed previously,radio/tv,2320,<100,unemployed,2,male mar/wid,,3,real estate,34,,own,2,skilled,1,,yes
german_numer_000377,1,no checking,7,delayed previously,radio/tv,846,no known savings,>=7,3,male single,,4,no known property,36,,for free,1,skilled,1,,yes
german_numer_000378,0,0<=X<200,36,existing paid,new car,14318,<100,>=7,4,male single,,2,no known property,57,,for free,1,high qualif/self emp/mgmt,1,yes,yes
german_numer_000379,1,no checking,6,critical/other existing credit,new car,362,100<=X<500,1<=X<4,4,female div/dep/mar,,4,car,52,,own,2,unskilled resident,1,,yes
german_numer_000380,1,<0,20,existing paid,furniture/equipment,2212,no known savings,4<=X<7,4,male single,,4,car,39,,own,1,skilled,1,yes,yes
german_numer_000381,0,0<=X<200,18,existing paid,used car,12976,<100,unemployed,3,female div/dep/mar,,4,no known property,38,,for free,1,high qualif/self emp/mgmt,1,yes,yes
german_numer_000382,1,no checking,22,existing paid,new car,1283,no known savings,4<=X<7,4,female div/dep/mar,,4,life insurance,25,,rent,1,skilled,1,,yes
german_numer_000383,1,>=200,12,existing paid,new car,1330,<100,<1,4,male single,,1,real estate,26,,own,1,skilled,1,,yes
german_numer_000384,1,no checking,30,delayed previously,business,4272,100<=X<500,1<=X<4,2,male single,,2,life insurance,26,,own,2,unskilled resident,1,,yes
german_numer_000385,1,no checking,18,critical/other existing credit,radio/tv,2238,<100,1<=X<4,2,female div/dep/mar,,1,car,25,,own,2,skilled,1,,yes
german_numer_000386,1,no checking,18,existing paid,radio/tv,1126,no known savings,<1,4,female div/dep/mar,,2,real estate,21,,rent,1,skilled,1,yes,yes
german_numer_000387,1,0<=X<200,18,critical/other existing credit,furniture/equipment,7374,<100,unemployed,4,male single,,4,life insurance,40,stores,own,2,high qualif/self emp/mgmt,1,yes,yes
german_numer_000388,1,0<=X<200,15,critical/other existing credit,business,2326,500<=X<1000,1<=X<4,2,male single,,4,car,27,bank,own,1,skilled,1,,yes
german_numer_000389,1,no checking,9,existing paid,business,1449,<100,4<=X<7,3,female div/dep/mar,,2,car,27,,own,2,skilled,1,,yes
german_numer_000390,1,no checking,18,existing paid,new car,1820,<100,1<=X<4,2,male mar/wid,,2,life insurance,30,,own,1,high qualif/self emp/mgmt,1,yes,yes
german_numer_000391,1,0<=X<200,12,existing paid,furniture/equipment,983,>=1000,<1,1,female div/dep/mar,,4,real estate,19,,rent,1,unskilled resident,1,,yes
german_numer_000392,1,<0,36,existing paid,new car,3249,<100,4<=X<7,2,male single,,4,no known property,39,bank,for free,1,high qualif/self emp/mgmt,2,yes,yes
german_numer_000393,1,<0,6,critical/other existing credit,radio/tv,1957,<100,4<=X<7,1,female div/dep/mar,,4,car,31,,own,1,skilled,1,,yes
german_numer_000394,1,no checking,9,critical/other existing credit,furniture/equipment,2406,<100,unemployed,2,male single,,3,car,31,,own,1,high qualif/self emp/mgmt,1,,yes
german_numer_000395,1,0<=X<200,39,delayed previously,education,11760,100<=X<500,4<=X<7,2,male single,,3,no known property,32,,rent,1,skilled,1,yes,yes
german_numer_000396,1,<0,12,existing paid,furniture/equipment,2578,<100,unemployed,3,female div/dep/mar,,4,no known property,55,,for free,1,high qualif/self emp/mgmt,1,,yes
german_numer_000397,1,<0,36,critical/other existing credit,furniture/equipment,2348,<100,1<=X<4,3,male mar/wid,,2,life insurance,46,,own,2,skilled,1,yes,yes
german_numer_000398,0,0<=X<200,12,existing paid,new car,1223,<100,>=7,1,male div/sep,,1,real estate,46,,rent,2,skilled,1,,yes
german_numer_000399,1,no checking,24,critical/other existing credit,radio/tv,1516,>=1000,1<=X<4,4,female div/dep/mar,,1,real estate,43,,own,2,unskilled resident,1,,yes
german_numer_000400,1,no checking,18,existing paid,radio/tv,1473,<100,<1,3,male mar/wid,,4,real estate,39,,own,1,skilled,1,yes,yes
german_numer_000401,1,0<=X<200,18,critical/other existing credit,business,1887,no known savings,1<=X<4,4,male mar/wid,,4,real estate,28,bank,own,2,skilled,1,,yes
german_numer_000402,0,no checking,24,delayed previously,business,8648,<100,<1,2,male single,,2,car,27,bank,own,2,skilled,1,yes,yes
german_numer_000403,1,no checking,14,delayed previously,new car,802,<100,1<=X<4,4,male single,,2,car,27,,own,2,unskilled resident,1,,yes
german_numer_000404,1,0<=X<200,18,delayed previously,new car,2899,no known savings,>=7,4,male single,,4,car,43,,own,1,skilled,2,,yes
german_numer_000405,0,0<=X<200,24,existing paid,radio/tv,2039,<100,<1,1,male mar/wid,,1,life insurance,22,,own,1,skilled,1,yes,yes
german_numer_000406,1,no checking,24,critical/other existing credit,used car,2197,no known savings,4<=X<7,4,male single,,4,car,43,,own,2,skilled,2,yes,yes
german_numer_000407,1,<0,15,existing paid,radio/tv,1053,<100,<1,4,male mar/wid,,2,real estate,27,,own,1,skilled,1,,no
german_numer_000408,1,no checking,24,existing paid,radio/tv,3235,500<=X<1000,>=7,3,male div/sep,,2,car,26,,own,1,high qualif/self emp/mgmt,1,yes,yes
german_numer_000409,0,>=200,12,critical/other existing credit,new car,939,500<=X<1000,4<=X<7,4,male mar/wid,,2,real estate,28,,own,3,skilled,1,yes,yes
german_numer_000410,1,0<=X<200,24,existing paid,radio/tv,1967,<100,>=7,4,female div/dep/mar,,4,car,20,,own,1,skilled,1,yes,yes
german_numer_000411,1,no checking,33,critical/other existing credit,used car,7253,<100,4<=X<7,3,male single,,2,car,35,,own,2,high qualif/self emp/mgmt,1,yes,yes
german_numer_000412,0,no checking,12,critical/other existing credit,business,2292,<100,unemployed,4,male single,,2,car,42,stores,own,2,high qualif/self emp/mgmt,1,yes,yes
german_numer_000413,1,no checking,10,existing paid,new car,1597,500<=X<1000,1<=X<4,3,male single,,2,no known property,40,,rent,1,unskilled resident,2,,no
german_numer_000414,0,<0,24,existing paid,new car,1381,no known savings,1<=X<4,4,female div/dep/mar,,2,life insurance,35,,own,1,skilled,1,,yes
german_numer_000415,1,no checking,36,critical/other existing credit,used car,5842,<100,>=7,2,male single,,2,life insurance,35,,own,2,skilled,2,yes,yes
german_numer_000416,0,<0,12,existing paid,new car,2579,<100,<1,4,male single,,1,real estate,33,,own,1,unskilled resident,2,,yes
german_numer_000417,1,<0,18,delayed previously,education,8471,no known savings,1<=X<4,1,female div/dep/mar,,2,car,23,,rent,2,skilled,1,yes,yes
german_numer_000418,1,no checking,21,existing paid,new car,2782,500<=X<1000,4<=X<7,1,female div/dep/mar,,2,car,31,bank,own,1,high qualif/self emp/mgmt,1,,yes
german_numer_000419,0,0<=X<200,18,existing paid,new car,1042,no known savings,1<=X<4,4,female div/dep/mar,,2,life insurance,33,,own,1,skilled,1,,yes
german_numer_000420,1,no checking,15,existing paid,new car,3186,>=1000,4<=X<7,2,female div/dep/mar,,3,car,20,,rent,1,skilled,1,,yes
german_numer_000421,1,0<=X<200,12,existing paid,used car,2028,no known savings,1<=X<4,4,male single,,2,car,30,,own,1,skilled,1,,yes
german_numer_000422,1,0<=X<200,12,critical/other existing credit,new car,958,<100,4<=X<7,2,male single,,3,real estate,47,,own,2,unskilled resident,2,,yes
german_numer_000423,1,no checking,21,delayed previously,furniture/equipment,1591,100<=X<500,4<=X<7,4,male single,,3,real estate,34,,own,2,high qualif/self emp/mgmt,1,,yes
german_numer_000424,0,0<=X<200,12,existing paid,furniture/equipment,2762,no known savings,>=7,1,female div/dep/mar,,2,life insurance,25,bank,own,1,skilled,1,yes,yes
german_numer_000425,1,0<=X<200,18,existing paid,used car,2779,<100,1<=X<4,1,male mar/wid,,3,car,21,,rent,1,skilled,1,yes,yes
german_numer_000426,1,no checking,28,critical/other existing credit,radio/tv,2743,<100,>=7,4,male single,,2,car,29,,own,2,skilled,1,,yes
german_numer_000427,1,no checking,18,critical/other existing credit,radio/tv,1149,>=1000,1<=X<4,4,male single,,3,real estate,46,,own,2,skilled,1,,yes
german_numer_000428,1,no checking,9,existing paid,furniture/equipment,1313,<100,>=7,1,male single,,4,car,20,,own,1,skilled,1,,yes
german_numer_000429,0,<0,18,critical/other existing credit,repairs,1190,<100,unemployed,2,female div/dep/mar,,4,no known property,55,,for free,3,unemp/unskilled non res,2,,yes
german_numer_000430,1,no checking,5,existing paid,business,3448,<100,4<=X<7,1,male single,,4,real estate,74,,own,1,unskilled resident,1,,yes
german_numer_000431,0,0<=X<200,24,existing paid,other,11328,<100,1<=X<4,2,male single,co applicant,3,car,29,bank,own,2,high qualif/self emp/mgmt,1,yes,yes
german_numer_000432,1,<0,6,critical/other existing credit,furniture/equipment,1872,<100,unemployed,4,male single,,4,no known property,36,,for free,3,high qualif/self emp/mgmt,1,yes,yes
german_numer_000433,1,no checking,24,critical/other existing credit,repairs,2058,<100,1<=X<4,4,male div/sep,,2,real estate,33,,own,2,skilled,1,yes,yes
german_numer_000434,1,<0,9,existing paid,furniture/equipment,2136,<100,1<=X<4,3,male single,,2,real estate,25,,own,1,skilled,1,,yes
german_numer_000435,0,0<=X<200,12,existing paid,radio/tv,1484,no known savings,1<=X<4,2,male mar/wid,,1,real estate,25,,own,1,skilled,1,yes,yes
german_numer_000436,1,no checking,6,existing paid,repairs,660,500<=X<1000,4<=X<7,2,male mar/wid,,4,real estate,23,,rent,1,unskilled resident,1,,yes
german_numer_000437,1,no checking,24,critical/other existing credit,new car,1287,>=1000,>=7,4,female div/dep/mar,,4,real estate,37,,own,2,skilled,1,yes,yes
german_numer_000438,1,<0,42,critical/other existing credit,repairs,3394,<100,unemployed,4,male single,co applicant,4,car,65,,own,2,unemp/unskilled non res,1,,yes
german_numer_000439,0,>=200,12,all paid,business,609,<100,<1,4,female div/dep/mar,,1,real estate,26,,own,1,unemp/unskilled non res,1,,yes
german_numer_000440,1,no checking,12,existing paid,new car,1884,<100,>=7,4,male single,,4,car,39,,own,1,high qualif/self emp/mgmt,1,yes,yes
german_numer_000441,1,<0,12,existing paid,furniture/equipment,1620,<100,1<=X<4,2,female div/dep/mar,co applicant,3,life insurance,30,,own,1,skilled,1,,yes
german_numer_000442,1,0<=X<200,20,delayed previously,other,2629,<100,1<=X<4,2,male single,,3,car,29,bank,own,2,skilled,1,yes,yes
german_numer_000443,0,no checking,12,existing paid,education,719,<100,>=7,4,male single,,4,car,41,bank,own,1,unskilled resident,2,,yes
german_numer_000444,0,0<=X<200,48,critical/other existing credit,furniture/equipment,5096,<100,1<=X<4,2,female div/dep/mar,,3,car,30,,own,1,high qualif/self emp/mgmt,1,yes,yes
german_numer_000445,1,no checking,9,critical/other existing credit,education,1244,no known savings,>=7,4,female div/dep/mar,,4,life insurance,41,,rent,2,unskilled resident,1,,yes
german_numer_000446,0,<0,36,existing paid,new car,1842,<100,<1,4,female div/dep/mar,,4,car,34,,own,1,skilled,1,yes,yes
german_numer_000447,1,0<=X<200,7,existing paid,radio/tv,2576,<100,1<=X<4,2,male single,guarantor,2,real estate,35,,own,1,skilled,1,,yes
german_numer_000448,1,>=200,12,existing paid,furniture/equipment,1424,no known savings,>=7,3,female div/dep/mar,,4,real estate,55,,own,1,high qualif/self emp/mgmt,1,yes,yes
german_numer_000449,0,0<=X<200,15,delayed previously,repairs,1512,>=1000,1<=X<4,3,male mar/wid,,3,life insurance,61,stores,own,2,skilled,1,,yes
german_numer_000450,1,no checking,36,critical/other existing credit,used car,11054,no known savings,1<=X<4,4,male single,,2,car,30,,own,1,high qualif/self emp/mgmt,1,yes,yes
german_numer_000451,1,no checking,6,existing paid,radio/tv,518,<100,1<=X<4,3,female div/dep/mar,,1,real estate,29,,own,1,skilled,1,,yes
german_numer_000452,1,no checking,12,no credits/all paid,furniture/equipment,2759,<100,>=7,2,male single,,4,life insurance,34,,own,2,skilled,1,,yes
german_numer_000453,1,no checking,24,existing paid,used car,2670,<100,>=7,4,male single,,4,car,35,,own,1,high qualif/self emp/mgmt,1,yes,yes
german_numer_000454,0,<0,24,existing paid,new car,4817,<100,4<=X<7,2,male single,co applicant,3,life insurance,31,,own,1,skilled,1,yes,yes
german_numer_000455,1,no checking,24,existing paid,used car,2679,<100,<1,4,female div/dep/mar,,1,no known property,29,,own,1,high qualif/self emp/mgmt,1,yes,yes
german_numer_000456,1,<0,11,critical/other existing credit,new car,3905,<100,1<=X<4,2,male single,,2,real estate,36,,rent,2,skilled,2,,yes
german_numer_000457,0,<0,12,existing paid,used car,3386,<100,>=7,3,male single,,4,no known property,35,,for free,1,skilled,1,yes,yes
german_numer_000458,1,<0,6,existing paid,domestic appliance,343,<100,<1,4,female div/dep/mar,,1,real estate,27,,own,1,skilled,1,,yes
german_numer_000459,1,no checking,18,existing paid,radio/tv,4594,<100,<1,3,male single,,2,car,32,,own,1,skilled,1,yes,yes
german_numer_000460,1,<0,36,existing paid,furniture/equipment,3620,<100,1<=X<4,1,male single,guarantor,2,life insurance,37,,own,1,skilled,2,,yes
german_numer_000461,1,<0,15,existing paid,new car,1721,<100,<1,2,male single,,3,real estate,36,,own,1,skilled,1,,yes
german_numer_000462,1,0<=X<200,12,existing paid,furniture/equipment,3017,<100,<1,3,female div/dep/mar,,1,real estate,34,,rent,1,high qualif/self emp/mgmt,1,,yes
german_numer_000463,1,0<=X<200,12,existing paid,retraining,754,no known savings,>=7,4,male single,,4,life insurance,38,,own,2,skilled,1,,yes
german_numer_000464,1,no checking,18,existing paid,business,1950,<100,4<=X<7,4,male single,,1,car,34,stores,own,2,skilled,1,yes,yes
german_numer_000465,1,<0,24,existing paid,used car,2924,<100,1<=X<4,3,male single,guarantor,4,no known property,63,bank,own,1,skilled,2,yes,yes
german_numer_000466,0,<0,24,delayed previously,radio/tv,1659,<100,<1,4,female div/dep/mar,,2,car,29,,rent,1,unskilled resident,1,yes,yes
german_numer_000467,1,no checking,48,delayed previously,radio/tv,7238,no known savings,>=7,3,male single,,3,car,32,bank,own,2,skilled,2,,yes
german_numer_000468,1,no checking,33,delayed previously,business,2764,<100,1<=X<4,2,female div/dep/mar,,2,car,26,,own,2,skilled,1,yes,yes
german_numer_000469,1,no checking,24,delayed previously,used car,4679,<100,4<=X<7,3,male single,,3,car,35,,own,2,unskilled resident,1,yes,yes
german_numer_000470,0,0<=X<200,24,existing paid,radio/tv,3092,100<=X<500,<1,3,male mar/wid,,2,car,22,,rent,1,skilled,1,yes,yes
german_numer_000471,0,<0,6,existing paid,education,448,<100,<1,4,female div/dep/mar,,4,life insurance,23,,own,1,skilled,1,,yes
german_numer_000472,0,<0,9,existing paid,new car,654,<100,1<=X<4,4,male single,,3,car,28,,own,1,unskilled resident,1,,yes
german_numer_000473,1,no checking,6,existing paid,retraining,1238,no known savings,unemployed,4,male single,,4,life insurance,36,,own,1,high qualif/self emp/mgmt,2,yes,yes
german_numer_000474,0,0<=X<200,18,critical/other existing credit,radio/tv,1245,<100,1<=X<4,4,male mar/wid,,2,car,33,,own,1,skilled,1,,yes
german_numer_000475,0,<0,18,no credits/all paid,furniture/equipment,3114,<100,<1,1,female div/dep/mar,,4,life insurance,26,,rent,1,skilled,1,,yes
german_numer_000476,1,no checking,39,existing paid,used car,2569,500<=X<1000,1<=X<4,4,male single,,4,car,24,,own,1,skilled,1,,yes
german_numer_000477,1,>=200,24,existing paid,radio/tv,5152,<100,4<=X<7,4,male single,,2,car,25,bank,own,1,skilled,1,,yes
german_numer_000478,1,0<=X<200,12,existing paid,business,1037,100<=X<500,4<=X<7,3,male single,,4,real estate,39,,own,1,unskilled resident,1,,yes
german_numer_000479,1,<0,15,critical/other existing credit,furniture/equipment,1478,<100,>=7,4,male single,,4,car,44,,own,2,skilled,2,yes,yes
german_numer_000480,1,0<=X<200,12,critical/other existing credit,radio/tv,3573,<100,1<=X<4,1,female div/dep/mar,,1,real estate,23,,own,1,unskilled resident,1,,yes
german_numer_000481,1,0<=X<200,24,existing paid,new car,1201,<100,<1,4,male single,,1,life insurance,26,,own,1,skilled,1,,yes
german_numer_000482,1,<0,30,existing paid,furniture/equipment,3622,>=1000,>=7,4,female div/dep/mar,,4,life insurance,57,,rent,2,skilled,1,yes,yes
german_numer_000483,1,no checking,15,delayed previously,furniture/equipment,960,>=1000,4<=X<7,3,female div/dep/mar,,2,life insurance,30,,own,2,skilled,1,,yes
german_numer_000484,1,no checking,12,critical/other existing credit,new car,1163,500<=X<1000,1<=X<4,4,male single,,4,real estate,44,,own,1,skilled,1,yes,yes
german_numer_000485,0,0<=X<200,6,delayed previously,new car,1209,<100,unemployed,4,male single,,4,life insurance,47,,own,1,high qualif/self emp/mgmt,1,yes,yes
german_numer_000486,1,no checking,12,existing paid,radio/tv,3077,<100,1<=X<4,2,male single,,4,car,52,,own,1,skilled,1,yes,yes
german_numer_000487,1,no checking,24,existing paid,new car,3757,<100,>=7,4,female div/dep/mar,co applicant,4,no known property,62,,for free,1,skilled,1,yes,yes
german_numer_000488,1,no checking,10,existing paid,new car,1418,100<=X<500,1<=X<4,3,male single,,2,real estate,35,,rent,1,unskilled resident,1,,no
german_numer_000489,1,no checking,6,existing paid,new car,3518,<100,1<=X<4,2,male single,guarantor,3,life insurance,26,,rent,1,skilled,1,,yes
german_numer_000490,1,no checking,12,critical/other existing credit,radio/tv,1934,<100,>=7,2,male single,,2,no known property,26,,own,2,skilled,1,,yes
german_numer_000491,0,0<=X<200,27,no credits/all paid,business,8318,<100,>=7,2,female div/dep/mar,,4,no known property,42,,for free,2,high qualif/self emp/mgmt,1,yes,yes
german_numer_000492,1,no checking,6,critical/other existing credit,radio/tv,1237,100<=X<500,1<=X<4,1,female div/dep/mar,,1,life insurance,27,,own,2,skilled,1,,yes
german_numer_000493,1,0<=X<200,6,existing paid,radio/tv,368,no known savings,>=7,4,male single,,4,life insurance,38,,own,1,skilled,1,,yes
german_numer_000494,1,<0,12,critical/other existing credit,new car,2122,<100,1<=X<4,3,male single,,2,real estate,39,,rent,2,unskilled resident,2,,no
german_numer_000495,0,<0,24,existing paid,furniture/equipment,2996,no known savings,1<=X<4,2,male mar/wid,,4,car,20,,own,1,skilled,1,,yes
german_numer_000496,0,0<=X<200,36,existing paid,furniture/equipment,9034,100<=X<500,<1,4,male single,co applicant,1,no known property,29,,rent,1,high qualif/self emp/mgmt,1,yes,yes
german_numer_000497,1,no checking,24,critical/other existing credit,furniture/equipment,1585,<100,4<=X<7,4,male single,,3,life insurance,40,,own,2,skilled,1,,yes
german_numer_000498,1,0<=X<200,18,existing paid,radio/tv,1301,<100,>=7,4,male mar/wid,guarantor,2,real estate,32,,own,1,unskilled resident,1,,yes
german_numer_000499,1,>=200,6,critical/other existing credit,new car,1323,100<=X<500,>=7,2,male div/sep,,4,car,28,,own,2,skilled,2,yes,yes
german_numer_000500,0,<0,24,existing paid,new car,3123,<100,<1,4,female div/dep/mar,,1,life insurance,27,,own,1,skilled,1,,yes
german_numer_000501,1,<0,36,existing paid,used car,5493,<100,>=7,2,male single,,4,no known property,42,,for free,1,skilled,2,,yes
german_numer_000502,1,>=200,9,existing paid,radio/tv,1126,100<=X<500,>=7,2,male div/sep,,4,real estate,49,,own,1,skilled,1,,yes
german_numer_000503,0,0<=X<200,24,critical/other existing credit,radio/tv,1216,100<=X<500,<1,4,male single,,4,no known property,38,bank,own,2,skilled,2,,yes
german_numer_000504,0,<0,24,existing paid,new car,1207,<100,<1,4,female div/dep/mar,,4,life insurance,24,,rent,1,skilled,1,,yes
german_numer_000505,0,no checking,10,existing paid,new car,1309,no known savings,1<=X<4,4,male single,guarantor,4,life insurance,27,,own,1,unskilled resident,1,,yes
german_numer_000506,1,>=200,15,critical/other existing credit,used car,2360,500<=X<1000,1<=X<4,2,male single,,2,car,36,,own,1,skilled,1,yes,yes
german_numer_000507,0,0<=X<200,15,all paid,new car,6850,100<=X<500,unemployed,1,male single,,2,life insurance,34,,own,1,high qualif/self emp/mgmt,2,yes,yes
german_numer_000508,1,no checking,24,existing paid,radio/tv,1413,<100,1<=X<4,4,male mar/wid,,2,life insurance,28,,own,1,skilled,1,,yes
german_numer_000509,1,no checking,39,existing paid,used car,8588,100<=X<500,>=7,4,male single,,2,car,45,,own,1,high qualif/self emp/mgmt,1,yes,yes
german_numer_000510,0,<0,12,existing paid,new car,759,<100,4<=X<7,4,male single,,2,real estate,26,,own,1,skilled,1,,yes
german_numer_000511,1,no checking,36,existing paid,used car,4686,<100,1<=X<4,2,male single,,2,no known property,32,,for free,1,high qualif/self emp/mgmt,1,yes,yes
german_numer_000512,1,>=200,15,existing paid,business,2687,<100,4<=X<7,2,male single,,4,life insurance,26,,rent,1,skilled,1,yes,yes
german_numer_000513,1,0<=X<200,12,delayed previously,radio/tv,585,<100,1<=X<4,4,male mar/wid,co applicant,4,real estate,20,,rent,2,skilled,1,,yes
german_numer_000514,1,no checking,24,existing paid,new car,2255,no known savings,<1,4,male single,,1,life insurance,54,,own,1,skilled,1,,yes
german_numer_000515,1,<0,6,critical/other existing credit,new car,609,<100,4<=X<7,4,female div/dep/mar,,3,life insurance,37,,own,2,skilled,1,,no
german_numer_000516,1,<0,6,critical/other existing credit,new car,1361,<100,<1,2,male single,,4,real estate,40,,own,1,unskilled resident,2,,no
german_numer_000517,0,no checking,36,critical/other existing credit,furniture/equipment,7127,<100,<1,2,female div/dep/mar,,4,life insurance,23,,rent,2,skilled,1,yes,yes
german_numer_000518,1,<0,6,existing paid,new car,1203,100<=X<500,>=7,3,male single,,2,life insurance,43,,own,1,skilled,1,yes,yes
german_numer_000519,1,no checking,6,critical/other existing credit,radio/tv,700,no known savings,>=7,4,male single,,4,no known property,36,,for free,2,skilled,1,,yes
german_numer_000520,1,no checking,24,critical/other existing credit,repairs,5507,<100,>=7,3,male single,,4,no known property,44,,for free,2,skilled,1,,yes
german_numer_000521,0,<0,18,existing paid,radio/tv,3190,<100,1<=X<4,2,female div/dep/mar,,2,real estate,24,,own,1,skilled,1,,yes
german_numer_000522,0,<0,48,no credits/all paid,furniture/equipment,7119,<100,1<=X<4,3,male single,,4,no known property,53,,for free,2,skilled,2,,yes
german_numer_000523,1,no checking,24,existing paid,used car,3488,100<=X<500,4<=X<7,3,female div/dep/mar,,4,car,23,,own,1,skilled,1,,yes
german_numer_000524,1,0<=X<200,18,existing paid,radio/tv,1113,<100,1<=X<4,4,female div/dep/mar,guarantor,4,real estate,26,,own,1,unskilled resident,2,,yes
german_numer_000525,1,0<=X<200,26,existing paid,used car,7966,<100,<1,2,male single,,3,car,30,,own,2,skilled,1,,yes
german_numer_000526,1,no checking,15,critical/other existing credit,education,1532,100<=X<500,1<=X<4,4,female div/dep/mar,,3,car,31,,own,1,skilled,1,,yes
german_numer_000527,1,no checking,4,critical/other existing credit,radio/tv,1503,<100,4<=X<7,2,male single,,1,real estate,42,,own,2,unskilled resident,2,,yes
german_numer_000528,0,<0,36,existing paid,radio/tv,2302,<100,1<=X<4,4,male div/sep,,4,car,31,,rent,1,skilled,1,,yes
german_numer_000529,1,<0,6,existing paid,new car,662,<100,<1,3,male single,,4,real estate,41,,own,1,unskilled resident,2,yes,yes
german_numer_000530,1,0<=X<200,36,existing paid,education,2273,<100,4<=X<7,3,male single,,1,car,32,,own,2,skilled,2,,yes
german_numer_000531,0,0<=X<200,15,existing paid,new car,2631,100<=X<500,1<=X<4,2,female div/dep/mar,,4,car,28,,rent,2,skilled,1,yes,yes
german_numer_000532,1,no checking,12,delayed previously,used car,1503,<100,1<=X<4,4,male mar/wid,,4,real estate,41,,rent,1,skilled,1,,yes
german_numer_000533,1,no checking,24,existing paid,radio/tv,1311,100<=X<500,4<=X<7,4,male mar/wid,,3,life insurance,26,,own,1,skilled,1,yes,yes
german_numer_000534,1,no checking,24,existing paid,radio/tv,3105,no known savings,<1,4,male single,,2,car,25,,own,2,skilled,1,,yes
german_numer_000535,0,>=200,21,critical/other existing credit,education,2319,<100,<1,2,male div/sep,,1,car,33,,rent,1,skilled,1,,yes
german_numer_000536,1,<0,6,existing paid,new car,1374,no known savings,unemployed,4,female div/dep/mar,,3,life insurance,75,,own,1,high qualif/self emp/mgmt,1,yes,yes
german_numer_000537,1,0<=X<200,18,critical/other existing credit,furniture/equipment,3612,<100,>=7,3,female div/dep/mar,,4,life insurance,37,,own,1,skilled,1,yes,yes
german_numer_000538,0,<0,48,existing paid,new car,7763,<100,>=7,4,male single,,4,no known property,42,bank,for free,1,high qualif/self emp/mgmt,1,,yes
german_numer_000539,1,>=200,18,existing paid,furniture/equipment,3049,<100,<1,1,female div/dep/mar,,1,life insurance,45,stores,own,1,unskilled resident,1,,yes
german_numer_000540,0,0<=X<200,12,existing paid,radio/tv,1534,<100,<1,1,male mar/wid,,1,real estate,23,,rent,1,skilled,1,,yes
german_numer_000541,1,no checking,24,delayed previously,new car,2032,<100,>=7,4,male single,,4,no known property,60,,for free,2,skilled,1,yes,yes
german_numer_000542,0,<0,30,existing paid,furniture/equipment,6350,no known savings,>=7,4,male single,,4,life insurance,31,,own,1,skilled,1,,yes
german_numer_000543,0,>=200,18,existing paid,furniture/equipment,2864,<100,1<=X<4,2,male single,,1,real estate,34,,own,1,unskilled resident,2,,yes
german_numer_000544,1,no checking,12,critical/other existing credit,new car,1255,<100,>=7,4,male single,,4,real estate,61,,own,2,unskilled resident,1,,yes
german_numer_000545,0,<0,24,delayed previously,new car,1333,<100,unemployed,4,male single,,2,real estate,43,,for free,2,skilled,2,,yes
german_numer_000546,1,no checking,24,critical/other existing credit,new car,2022,<100,1<=X<4,4,female div/dep/mar,,4,car,37,,own,1,skilled,1,yes,yes
german_numer_000547,1,no checking,24,existing paid,radio/tv,1552,<100,4<=X<7,3,male single,,1,car,32,bank,own,1,skilled,2,,yes
german_numer_000548,0,<0,12,all paid,radio/tv,626,<100,1<=X<4,4,female div/dep/mar,,4,real estate,24,bank,own,1,unskilled resident,1,,yes
german_numer_000549,1,no checking,48,critical/other existing credit,used car,8858,no known savings,4<=X<7,2,male single,,1,no known property,35,,for free,2,skilled,1,yes,yes
german_numer_000550,1,no checking,12,critical/other existing credit,repairs,996,no known savings,4<=X<7,4,female div/dep/mar,,4,real estate,23,,own,2,skilled,1,,yes
german_numer_000551,1,no checking,6,all paid,radio/tv,1750,500<=X<1000,>=7,2,male single,,4,life insurance,45,bank,own,1,unskilled resident,2,,yes
